행정구역코드,state(han),city(han),city2(han),위도,경도,발표시간,풍향,풍속,기온,습도,강수량
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 00:00:00,서,0.7,11.5,71,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 01:00:00,서,0.9,10.9,65,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 02:00:00,남서,1.3,10.7,59,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 03:00:00,서,1.2,10.6,55,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 04:00:00,남서,0.2,9.7,59,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 05:00:00,서,0.3,9,60,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 06:00:00,북동,0.7,8.8,72,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 07:00:00,북동,0.2,10.3,69,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 08:00:00,남동,1.3,12.3,56,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 09:00:00,남동,2.4,13.9,49,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 10:00:00,남,3.1,15.9,34,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 11:00:00,남서,3.3,17.1,29,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 12:00:00,서,4.1,17.8,21,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 13:00:00,서,3.8,18.5,16,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 14:00:00,남서,4.5,18.5,17,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 15:00:00,서,4.7,18.5,17,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 16:00:00,남서,6.2,16.8,22,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 17:00:00,서,5.1,16.3,27,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 18:00:00,남서,3.6,15.9,28,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 19:00:00,서,4.2,14.5,41,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 20:00:00,남서,3.9,13.8,49,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 21:00:00,서,1.9,13.2,56,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 22:00:00,서,1.7,12.7,61,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-01 23:00:00,서,1.4,12.4,65,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-02 00:00:00,북서,0.6,12,68,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-02 01:00:00,서,1,11.7,70,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-02 02:00:00,서,0.8,11.2,74,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-02 03:00:00,북서,0.6,10.9,76,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-02 04:00:00,북동,0.8,9.9,74,0
1114065000,서울특별시,중구,신당5동,37.562331,127.023967,2022-05-02 05:00:00,북동,0.6,9.2,77,0
