행정구역코드,state(han),city(han),city2(han),위도,경도,발표시간,풍향,풍속,기온,습도,강수량
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 00:00:00,서,2.7,12.1,59,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 01:00:00,서,2,11.1,65,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 02:00:00,서,1.6,10.3,65,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 03:00:00,서,1.8,9.6,72,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 04:00:00,남서,1.4,8.8,76,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 05:00:00,서,2.4,8.5,78,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 06:00:00,남,1.3,7.9,81,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 07:00:00,남서,1.7,9,78,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 08:00:00,서,2.4,10.8,65,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 09:00:00,서,1.5,13.3,51,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 10:00:00,서,2.2,15.3,41,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 11:00:00,서,2.7,16.2,37,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 12:00:00,북서,1.6,17.8,36,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 13:00:00,서,2.6,18.1,28,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 14:00:00,남서,2.5,19.2,25,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 15:00:00,서,3.3,19.3,27,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 16:00:00,서,2.8,18.3,28,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 17:00:00,서,2.2,19.2,23,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 18:00:00,서,3.6,17.6,22,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 19:00:00,서,1.9,15.8,26,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 20:00:00,서,2.4,14.3,30,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 21:00:00,서,2.8,13.5,27,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 22:00:00,남서,2.1,12.8,28,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-01 23:00:00,서,2,12.1,30,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-02 00:00:00,서,2,11.7,36,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-02 01:00:00,서,1.3,11.1,46,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-02 02:00:00,서,2.1,10.8,57,0
4725000000,경상북도,상주시,-,36.407969,128.161264,2022-05-02 03:00:00,서,1.7,10.5,64,0
