in_tm,in_serial,in_pm01_raw,in_pm25_raw,in_pm10_raw,in_temp,in_humi,in_co2,in_voc,in_noise,in_pm10,in_pm25,in_pm01,in_cici_pm10,in_cici_pm25,in_cici_co2,in_cici_voc,in_cici_temp,in_cici_humi,in_cici_noise,in_cici,in_ciai
2021-02-09 10:49,ICW0W2100067,27.0,27.0,27.0,6.4,20.0,571.0,-9999,44.0,27.0,27.0,27.0,91.0,84.0,88.0,80.0,23.0,50.0,84.0,79.0,86.0
2021-02-09 10:50,ICW0W2100067,26.0,26.0,27.0,6.4,20.0,566.0,-9999,42.0,27.0,26.0,26.0,91.0,84.0,88.0,80.0,23.0,50.0,85.0,79.0,86.0
2021-02-09 10:51,ICW0W2100067,26.0,27.0,29.0,6.4,19.0,572.0,-9999,42.0,29.0,27.0,26.0,90.0,84.0,88.0,80.0,23.0,47.0,85.0,76.0,86.0
2021-02-09 10:52,ICW0W2100067,26.0,27.0,29.0,6.3,19.0,567.0,-9999,44.0,29.0,27.0,26.0,90.0,84.0,88.0,80.0,22.0,47.0,84.0,76.0,86.0
2021-02-09 10:53,ICW0W2100067,26.0,26.0,27.0,6.2,19.0,561.0,-9999,44.0,27.0,26.0,26.0,91.0,84.0,88.0,80.0,22.0,47.0,84.0,76.0,86.0
2021-02-09 10:54,ICW0W2100067,25.0,25.0,26.0,6.2,19.0,565.0,-9999,44.0,26.0,25.0,25.0,91.0,85.0,88.0,80.0,22.0,47.0,84.0,76.0,86.0
2021-02-09 10:55,ICW0W2100067,25.0,26.0,27.0,6.1,19.0,556.0,-9999,44.0,27.0,26.0,25.0,91.0,84.0,88.0,80.0,22.0,47.0,84.0,76.0,86.0
2021-02-09 10:56,ICW0W2100067,27.0,27.0,27.0,5.8,19.0,563.0,-9999,44.0,27.0,27.0,27.0,91.0,84.0,88.0,80.0,20.0,47.0,84.0,76.0,86.0
2021-02-09 10:57,ICW0W2100067,27.0,27.0,28.0,5.8,20.0,563.0,-9999,44.0,28.0,27.0,27.0,91.0,84.0,88.0,80.0,20.0,50.0,84.0,79.0,86.0
2021-02-09 10:58,ICW0W2100067,26.0,26.0,27.0,5.8,21.0,569.0,-9999,42.0,27.0,26.0,26.0,91.0,84.0,88.0,80.0,20.0,52.0,85.0,79.0,86.0
2021-02-09 10:59,ICW0W2100067,26.0,26.0,26.0,5.8,20.0,575.0,-9999,42.0,26.0,26.0,26.0,91.0,84.0,88.0,80.0,20.0,50.0,85.0,79.0,86.0
2021-02-09 11:00,ICW0W2100067,26.0,27.0,28.0,5.8,20.0,577.0,-9999,42.0,28.0,27.0,26.0,91.0,84.0,88.0,80.0,20.0,50.0,85.0,79.0,86.0
2021-02-09 11:01,ICW0W2100067,25.0,26.0,28.0,5.8,22.0,574.0,-9999,42.0,28.0,26.0,25.0,91.0,84.0,88.0,80.0,20.0,54.0,85.0,79.0,86.0
2021-02-09 11:02,ICW0W2100067,25.0,26.0,28.0,5.9,23.0,581.0,-9999,43.0,28.0,26.0,25.0,91.0,84.0,88.0,80.0,21.0,56.0,85.0,79.0,86.0
2021-02-09 11:03,ICW0W2100067,24.0,25.0,27.0,6.0,22.0,579.0,-9999,43.0,27.0,25.0,24.0,91.0,85.0,88.0,80.0,21.0,54.0,85.0,79.0,86.0
2021-02-09 11:04,ICW0W2100067,26.0,27.0,29.0,6.0,21.0,586.0,-9999,42.0,29.0,27.0,26.0,90.0,84.0,87.0,80.0,21.0,52.0,85.0,78.0,85.0
2021-02-09 11:05,ICW0W2100067,25.0,26.0,28.0,6.0,21.0,587.0,-9999,43.0,28.0,26.0,25.0,91.0,84.0,87.0,80.0,21.0,52.0,85.0,79.0,86.0
2021-02-09 11:06,ICW0W2100067,26.0,26.0,27.0,6.1,21.0,583.0,-9999,43.0,27.0,26.0,26.0,91.0,84.0,88.0,80.0,22.0,52.0,85.0,79.0,86.0
2021-02-09 11:07,ICW0W2100067,25.0,25.0,26.0,6.1,21.0,576.0,-9999,43.0,26.0,25.0,25.0,91.0,85.0,88.0,80.0,22.0,52.0,85.0,79.0,86.0
2021-02-09 11:08,ICW0W2100067,25.0,25.0,26.0,6.1,21.0,580.0,-9999,43.0,26.0,25.0,25.0,91.0,85.0,88.0,80.0,22.0,52.0,85.0,79.0,86.0
2021-02-09 11:09,ICW0W2100067,28.0,28.0,28.0,6.0,20.0,577.0,-9999,43.0,28.0,28.0,28.0,91.0,83.0,88.0,80.0,21.0,50.0,85.0,79.0,86.0
2021-02-09 11:10,ICW0W2100067,42.0,42.0,42.0,5.9,20.0,573.0,-9999,44.0,42.0,42.0,42.0,87.0,75.0,88.0,80.0,21.0,50.0,84.0,74.0,81.0
2021-02-09 11:11,ICW0W2100067,30.0,31.0,33.0,5.7,20.0,568.0,-9999,44.0,33.0,31.0,30.0,89.0,82.0,88.0,80.0,20.0,50.0,84.0,78.0,85.0
2021-02-09 11:12,ICW0W2100067,30.0,30.0,31.0,5.6,20.0,565.0,-9999,44.0,31.0,30.0,30.0,89.0,82.0,88.0,80.0,20.0,50.0,84.0,78.0,85.0
2021-02-09 11:13,ICW0W2100067,29.0,29.0,30.0,5.4,21.0,558.0,-9999,44.0,30.0,29.0,29.0,90.0,83.0,88.0,80.0,19.0,52.0,84.0,78.0,85.0
2021-02-09 11:14,ICW0W2100067,29.0,29.0,30.0,5.3,21.0,560.0,-9999,44.0,30.0,29.0,29.0,90.0,83.0,88.0,80.0,19.0,52.0,84.0,78.0,85.0
2021-02-09 11:15,ICW0W2100067,28.0,29.0,31.0,5.3,21.0,559.0,-9999,44.0,31.0,29.0,28.0,89.0,83.0,88.0,80.0,19.0,52.0,84.0,78.0,85.0
2021-02-09 11:16,ICW0W2100067,28.0,28.0,30.0,5.3,20.0,561.0,-9999,44.0,30.0,28.0,28.0,90.0,83.0,88.0,80.0,19.0,50.0,84.0,78.0,85.0
2021-02-09 11:17,ICW0W2100067,27.0,27.0,28.0,5.3,20.0,557.0,-9999,44.0,28.0,27.0,27.0,91.0,84.0,88.0,80.0,19.0,50.0,84.0,79.0,86.0
2021-02-09 11:18,ICW0W2100067,27.0,27.0,27.0,5.09,20.0,558.0,-9999,42.0,27.0,27.0,27.0,91.0,84.0,88.0,80.0,18.0,50.0,85.0,79.0,86.0
2021-02-09 11:19,ICW0W2100067,26.0,26.0,26.0,5.0,20.0,552.0,-9999,42.0,26.0,26.0,26.0,91.0,84.0,88.0,80.0,18.0,50.0,85.0,79.0,86.0
2021-02-09 11:20,ICW0W2100067,29.0,29.0,29.0,5.0,21.0,554.0,-9999,42.0,29.0,29.0,29.0,90.0,83.0,88.0,80.0,18.0,52.0,85.0,78.0,85.0
2021-02-09 11:21,ICW0W2100067,28.0,28.0,28.0,5.0,21.0,552.0,-9999,44.0,28.0,28.0,28.0,91.0,83.0,88.0,80.0,18.0,52.0,84.0,79.0,86.0
2021-02-09 11:22,ICW0W2100067,27.0,27.0,28.0,5.0,21.0,557.0,-9999,43.0,28.0,27.0,27.0,91.0,84.0,88.0,80.0,18.0,52.0,85.0,79.0,86.0
2021-02-09 11:23,ICW0W2100067,27.0,28.0,29.0,5.09,20.0,560.0,-9999,46.0,29.0,28.0,27.0,90.0,83.0,88.0,80.0,18.0,50.0,83.0,78.0,85.0
2021-02-09 11:24,ICW0W2100067,24.0,25.0,27.0,5.09,20.0,557.0,-9999,43.0,27.0,25.0,24.0,91.0,85.0,88.0,80.0,18.0,50.0,85.0,79.0,86.0
2021-02-09 11:25,ICW0W2100067,23.0,24.0,25.0,5.09,20.0,563.0,-9999,41.0,25.0,24.0,23.0,92.0,85.0,88.0,80.0,18.0,50.0,85.0,79.0,86.0
2021-02-09 11:26,ICW0W2100067,23.0,23.0,24.0,5.3,20.0,564.0,-9999,41.0,24.0,23.0,23.0,92.0,86.0,88.0,80.0,19.0,50.0,85.0,80.0,87.0
2021-02-09 11:27,ICW0W2100067,23.0,23.0,24.0,5.5,20.0,556.0,-9999,42.0,24.0,23.0,23.0,92.0,86.0,88.0,80.0,19.0,50.0,85.0,80.0,87.0
2021-02-09 11:28,ICW0W2100067,24.0,24.0,24.0,5.7,20.0,566.0,-9999,41.0,24.0,24.0,24.0,92.0,85.0,88.0,80.0,20.0,50.0,85.0,79.0,86.0
2021-02-09 11:29,ICW0W2100067,24.0,24.0,25.0,6.0,19.0,563.0,-9999,41.0,25.0,24.0,24.0,92.0,85.0,88.0,80.0,21.0,47.0,85.0,76.0,86.0
2021-02-09 11:30,ICW0W2100067,23.0,23.0,24.0,6.2,19.0,567.0,-9999,43.0,24.0,23.0,23.0,92.0,86.0,88.0,80.0,22.0,47.0,85.0,77.0,87.0
2021-02-09 11:31,ICW0W2100067,23.0,23.0,23.0,6.3,19.0,562.0,-9999,43.0,23.0,23.0,23.0,92.0,86.0,88.0,80.0,22.0,47.0,85.0,77.0,87.0
2021-02-09 11:32,ICW0W2100067,23.0,23.0,24.0,6.4,19.0,566.0,-9999,43.0,24.0,23.0,23.0,92.0,86.0,88.0,80.0,23.0,47.0,85.0,77.0,87.0
2021-02-09 11:33,ICW0W2100067,23.0,24.0,25.0,6.5,19.0,562.0,-9999,43.0,25.0,24.0,23.0,92.0,85.0,88.0,80.0,23.0,47.0,85.0,76.0,86.0
2021-02-09 11:34,ICW0W2100067,24.0,24.0,25.0,6.7,19.0,568.0,-9999,43.0,25.0,24.0,24.0,92.0,85.0,88.0,80.0,24.0,47.0,85.0,76.0,86.0
2021-02-09 11:35,ICW0W2100067,25.0,26.0,28.0,6.9,19.0,567.0,-9999,43.0,28.0,26.0,25.0,91.0,84.0,88.0,80.0,24.0,47.0,85.0,76.0,86.0
2021-02-09 11:36,ICW0W2100067,25.0,26.0,28.0,7.0,18.0,567.0,-9999,43.0,28.0,26.0,25.0,91.0,84.0,88.0,80.0,25.0,44.0,85.0,76.0,86.0
2021-02-09 11:37,ICW0W2100067,24.0,25.0,26.0,7.2,18.0,568.0,-9999,43.0,26.0,25.0,24.0,91.0,85.0,88.0,80.0,25.0,44.0,85.0,76.0,86.0
2021-02-09 11:38,ICW0W2100067,25.0,26.0,28.0,7.4,18.0,568.0,-9999,43.0,28.0,26.0,25.0,91.0,84.0,88.0,80.0,26.0,44.0,85.0,76.0,86.0
2021-02-09 11:39,ICW0W2100067,24.0,25.0,27.0,7.6,17.0,568.0,-9999,43.0,27.0,25.0,24.0,91.0,85.0,88.0,80.0,27.0,42.0,85.0,76.0,86.0
2021-02-09 11:40,ICW0W2100067,25.0,26.0,27.0,7.7,17.0,564.0,-9999,45.0,27.0,26.0,25.0,91.0,84.0,88.0,80.0,27.0,42.0,84.0,76.0,86.0
2021-02-09 11:41,ICW0W2100067,27.0,28.0,29.0,7.8,18.0,568.0,-9999,46.0,29.0,28.0,27.0,90.0,83.0,88.0,80.0,27.0,44.0,83.0,75.0,85.0
2021-02-09 11:42,ICW0W2100067,27.0,28.0,30.0,8.0,17.0,577.0,-9999,45.0,30.0,28.0,27.0,90.0,83.0,88.0,80.0,28.0,42.0,84.0,75.0,85.0
2021-02-09 11:43,ICW0W2100067,25.0,26.0,28.0,8.19,17.0,573.0,-9999,46.0,28.0,26.0,25.0,91.0,84.0,88.0,80.0,29.0,42.0,83.0,76.0,86.0
2021-02-09 11:44,ICW0W2100067,24.0,25.0,27.0,8.3,17.0,568.0,-9999,45.0,27.0,25.0,24.0,91.0,85.0,88.0,80.0,29.0,42.0,84.0,76.0,86.0
2021-02-09 11:45,ICW0W2100067,22.0,23.0,25.0,8.5,18.0,571.0,-9999,44.0,25.0,23.0,22.0,92.0,86.0,88.0,80.0,30.0,44.0,84.0,77.0,87.0
2021-02-09 11:46,ICW0W2100067,21.0,21.0,22.0,8.8,18.0,574.0,-9999,45.0,22.0,21.0,21.0,93.0,87.0,88.0,80.0,31.0,44.0,84.0,77.0,87.0
2021-02-09 11:47,ICW0W2100067,21.0,22.0,23.0,9.0,17.0,580.0,-9999,45.0,23.0,22.0,21.0,92.0,86.0,88.0,80.0,32.0,42.0,84.0,77.0,87.0
2021-02-09 11:48,ICW0W2100067,22.0,22.0,24.0,9.19,17.0,581.0,-9999,45.0,24.0,22.0,22.0,92.0,86.0,88.0,80.0,32.0,42.0,84.0,77.0,87.0
2021-02-09 11:49,ICW0W2100067,22.0,22.0,24.0,9.5,17.0,581.0,-9999,44.0,24.0,22.0,22.0,92.0,86.0,88.0,80.0,33.0,42.0,84.0,77.0,87.0
2021-02-09 11:50,ICW0W2100067,21.0,22.0,23.0,9.69,17.0,582.0,-9999,45.0,23.0,22.0,21.0,92.0,86.0,88.0,80.0,34.0,42.0,84.0,77.0,87.0
2021-02-09 11:51,ICW0W2100067,21.0,22.0,24.0,10.0,17.0,579.0,-9999,45.0,24.0,22.0,21.0,92.0,86.0,88.0,80.0,35.0,42.0,84.0,77.0,87.0
2021-02-09 11:52,ICW0W2100067,21.0,22.0,24.0,10.19,16.0,581.0,-9999,45.0,24.0,22.0,21.0,92.0,86.0,88.0,80.0,36.0,39.0,84.0,77.0,87.0
2021-02-09 11:53,ICW0W2100067,20.0,21.0,22.0,10.4,15.0,579.0,-9999,47.0,22.0,21.0,20.0,93.0,87.0,88.0,80.0,37.0,37.0,83.0,77.0,87.0
2021-02-09 11:54,ICW0W2100067,23.0,23.0,25.0,10.6,15.0,578.0,-9999,46.0,25.0,23.0,23.0,92.0,86.0,88.0,80.0,37.0,37.0,83.0,77.0,87.0
2021-02-09 11:55,ICW0W2100067,24.0,25.0,26.0,10.9,15.0,568.0,-9999,46.0,26.0,25.0,24.0,91.0,85.0,88.0,80.0,38.0,37.0,83.0,76.0,86.0
2021-02-09 11:56,ICW0W2100067,22.0,23.0,25.0,10.9,15.0,573.0,-9999,46.0,25.0,23.0,22.0,92.0,86.0,88.0,80.0,38.0,37.0,83.0,77.0,87.0
2021-02-09 11:57,ICW0W2100067,22.0,23.0,25.0,10.9,15.0,573.0,-9999,45.0,25.0,23.0,22.0,92.0,86.0,88.0,80.0,38.0,37.0,84.0,77.0,87.0
2021-02-09 11:58,ICW0W2100067,20.0,21.0,24.0,11.0,14.0,570.0,-9999,45.0,24.0,21.0,20.0,92.0,87.0,88.0,80.0,39.0,34.0,84.0,77.0,87.0
2021-02-09 11:59,ICW0W2100067,19.0,20.0,23.0,11.1,14.0,561.0,-9999,45.0,23.0,20.0,19.0,92.0,87.0,88.0,80.0,39.0,34.0,84.0,77.0,87.0
2021-02-09 12:00,ICW0W2100067,21.0,21.0,23.0,11.1,14.0,565.0,-9999,45.0,23.0,21.0,21.0,92.0,87.0,88.0,80.0,39.0,34.0,84.0,77.0,87.0
2021-02-09 12:01,ICW0W2100067,26.0,26.0,26.0,11.1,14.0,567.0,-9999,45.0,26.0,26.0,26.0,91.0,84.0,88.0,80.0,39.0,34.0,84.0,76.0,86.0
2021-02-09 12:02,ICW0W2100067,26.0,27.0,28.0,11.1,14.0,564.0,-9999,45.0,28.0,27.0,26.0,91.0,84.0,88.0,80.0,39.0,34.0,84.0,76.0,86.0
2021-02-09 12:03,ICW0W2100067,23.0,24.0,26.0,11.2,14.0,559.0,-9999,45.0,26.0,24.0,23.0,91.0,85.0,88.0,80.0,39.0,34.0,84.0,76.0,86.0
2021-02-09 12:04,ICW0W2100067,22.0,23.0,25.0,11.3,14.0,566.0,-9999,45.0,25.0,23.0,22.0,92.0,86.0,88.0,80.0,40.0,34.0,84.0,77.0,87.0
2021-02-09 12:05,ICW0W2100067,24.0,25.0,26.0,11.4,14.0,564.0,-9999,45.0,26.0,25.0,24.0,91.0,85.0,88.0,80.0,40.0,34.0,84.0,76.0,86.0
2021-02-09 12:06,ICW0W2100067,25.0,25.0,26.0,11.4,14.0,565.0,-9999,45.0,26.0,25.0,25.0,91.0,85.0,88.0,80.0,40.0,34.0,84.0,76.0,86.0
2021-02-09 12:07,ICW0W2100067,24.0,25.0,27.0,11.5,13.0,566.0,-9999,45.0,27.0,25.0,24.0,91.0,85.0,88.0,80.0,41.0,32.0,84.0,76.0,86.0
2021-02-09 12:08,ICW0W2100067,23.0,24.0,25.0,11.7,13.0,569.0,-9999,45.0,25.0,24.0,23.0,92.0,85.0,88.0,80.0,41.0,32.0,84.0,76.0,86.0
2021-02-09 12:09,ICW0W2100067,24.0,24.0,26.0,11.7,13.0,564.0,-9999,45.0,26.0,24.0,24.0,91.0,85.0,88.0,80.0,41.0,32.0,84.0,76.0,86.0
2021-02-09 12:10,ICW0W2100067,21.0,22.0,23.0,11.9,14.0,562.0,-9999,45.0,23.0,22.0,21.0,92.0,86.0,88.0,80.0,42.0,34.0,84.0,77.0,87.0
2021-02-09 12:11,ICW0W2100067,21.0,21.0,22.0,12.1,14.0,562.0,-9999,45.0,22.0,21.0,21.0,93.0,87.0,88.0,80.0,43.0,34.0,84.0,77.0,87.0
2021-02-09 12:12,ICW0W2100067,21.0,21.0,22.0,12.3,13.0,570.0,-9999,46.0,22.0,21.0,21.0,93.0,87.0,88.0,80.0,43.0,32.0,83.0,77.0,87.0
2021-02-09 12:13,ICW0W2100067,21.0,22.0,24.0,12.4,13.0,564.0,-9999,47.0,24.0,22.0,21.0,92.0,86.0,88.0,80.0,44.0,32.0,83.0,77.0,87.0
2021-02-09 12:14,ICW0W2100067,22.0,22.0,23.0,12.5,13.0,564.0,-9999,51.0,23.0,22.0,22.0,92.0,86.0,88.0,80.0,44.0,32.0,82.0,77.0,87.0
2021-02-09 12:15,ICW0W2100067,23.0,24.0,25.0,12.6,13.0,557.0,-9999,52.0,25.0,24.0,23.0,92.0,85.0,88.0,80.0,44.0,32.0,81.0,76.0,86.0
2021-02-09 12:16,ICW0W2100067,23.0,24.0,27.0,12.5,13.0,563.0,-9999,52.0,27.0,24.0,23.0,91.0,85.0,88.0,80.0,44.0,32.0,81.0,76.0,86.0
2021-02-09 12:17,ICW0W2100067,22.0,23.0,26.0,12.5,13.0,553.0,-9999,52.0,26.0,23.0,22.0,91.0,86.0,88.0,80.0,44.0,32.0,81.0,76.0,86.0
2021-02-09 12:18,ICW0W2100067,22.0,23.0,24.0,12.6,12.0,550.0,-9999,53.0,24.0,23.0,22.0,92.0,86.0,88.0,80.0,44.0,30.0,81.0,77.0,87.0
2021-02-09 12:19,ICW0W2100067,23.0,23.0,25.0,12.8,13.0,555.0,-9999,52.0,25.0,23.0,23.0,92.0,86.0,88.0,80.0,45.0,32.0,81.0,77.0,87.0
2021-02-09 12:20,ICW0W2100067,21.0,22.0,24.0,13.1,13.0,559.0,-9999,52.0,24.0,22.0,21.0,92.0,86.0,88.0,80.0,46.0,32.0,81.0,77.0,87.0
2021-02-09 12:21,ICW0W2100067,24.0,25.0,27.0,13.2,13.0,563.0,-9999,52.0,27.0,25.0,24.0,91.0,85.0,88.0,80.0,47.0,32.0,81.0,76.0,86.0
2021-02-09 12:22,ICW0W2100067,24.0,25.0,27.0,13.2,12.0,560.0,-9999,52.0,27.0,25.0,24.0,91.0,85.0,88.0,80.0,47.0,30.0,81.0,76.0,86.0
2021-02-09 12:23,ICW0W2100067,25.0,26.0,27.0,13.2,12.0,559.0,-9999,52.0,27.0,26.0,25.0,91.0,84.0,88.0,80.0,47.0,30.0,81.0,76.0,86.0
2021-02-09 12:24,ICW0W2100067,24.0,24.0,25.0,13.3,13.0,564.0,-9999,52.0,25.0,24.0,24.0,92.0,85.0,88.0,80.0,47.0,32.0,81.0,76.0,86.0
2021-02-09 12:25,ICW0W2100067,26.0,27.0,28.0,13.4,12.0,563.0,-9999,51.0,28.0,27.0,26.0,91.0,84.0,88.0,80.0,47.0,30.0,82.0,76.0,86.0
2021-02-09 12:26,ICW0W2100067,27.0,29.0,31.0,13.5,12.0,568.0,-9999,51.0,31.0,29.0,27.0,89.0,83.0,88.0,80.0,48.0,30.0,82.0,75.0,85.0
2021-02-09 12:27,ICW0W2100067,26.0,28.0,32.0,13.5,12.0,566.0,-9999,51.0,32.0,28.0,26.0,89.0,83.0,88.0,80.0,48.0,30.0,82.0,75.0,85.0
2021-02-09 12:28,ICW0W2100067,23.0,25.0,28.0,13.5,12.0,555.0,-9999,45.0,28.0,25.0,23.0,91.0,85.0,88.0,80.0,48.0,30.0,84.0,76.0,86.0
2021-02-09 12:29,ICW0W2100067,22.0,23.0,25.0,13.6,12.0,566.0,-9999,45.0,25.0,23.0,22.0,92.0,86.0,88.0,80.0,48.0,30.0,84.0,77.0,87.0
2021-02-09 12:30,ICW0W2100067,22.0,23.0,25.0,13.8,12.0,563.0,-9999,46.0,25.0,23.0,22.0,92.0,86.0,88.0,80.0,49.0,30.0,83.0,77.0,87.0
2021-02-09 12:31,ICW0W2100067,22.0,23.0,25.0,13.9,12.0,564.0,-9999,45.0,25.0,23.0,22.0,92.0,86.0,88.0,80.0,49.0,30.0,84.0,77.0,87.0
2021-02-09 12:32,ICW0W2100067,21.0,22.0,24.0,14.2,13.0,562.0,-9999,44.0,24.0,22.0,21.0,92.0,86.0,88.0,80.0,53.0,32.0,84.0,80.0,87.0
2021-02-09 12:33,ICW0W2100067,19.0,20.0,22.0,14.4,12.0,561.0,-9999,43.0,22.0,20.0,19.0,93.0,87.0,88.0,80.0,56.0,30.0,85.0,80.0,87.0
2021-02-09 12:34,ICW0W2100067,19.0,20.0,22.0,14.6,12.0,559.0,-9999,43.0,22.0,20.0,19.0,93.0,87.0,88.0,80.0,59.0,30.0,85.0,80.0,87.0
2021-02-09 12:35,ICW0W2100067,20.0,21.0,22.0,14.7,12.0,558.0,-9999,43.0,22.0,21.0,20.0,93.0,87.0,88.0,80.0,61.0,30.0,85.0,80.0,87.0
2021-02-09 12:36,ICW0W2100067,20.0,21.0,23.0,14.8,12.0,565.0,-9999,43.0,23.0,21.0,20.0,92.0,87.0,88.0,80.0,62.0,30.0,85.0,80.0,87.0
2021-02-09 12:37,ICW0W2100067,19.0,19.0,21.0,14.9,12.0,567.0,-9999,43.0,21.0,19.0,19.0,93.0,88.0,88.0,80.0,64.0,30.0,85.0,80.0,87.0
2021-02-09 12:38,ICW0W2100067,18.0,19.0,21.0,15.1,12.0,567.0,-9999,44.0,21.0,19.0,18.0,93.0,88.0,88.0,80.0,67.0,30.0,84.0,80.0,87.0
2021-02-09 12:39,ICW0W2100067,18.0,19.0,21.0,15.3,12.0,567.0,-9999,43.0,21.0,19.0,18.0,93.0,88.0,88.0,80.0,70.0,30.0,85.0,80.0,87.0
2021-02-09 12:40,ICW0W2100067,18.0,19.0,20.0,15.4,11.0,566.0,-9999,43.0,20.0,19.0,18.0,93.0,88.0,88.0,80.0,71.0,27.0,85.0,80.0,87.0
2021-02-09 12:41,ICW0W2100067,18.0,19.0,21.0,15.4,11.0,562.0,-9999,43.0,21.0,19.0,18.0,93.0,88.0,88.0,80.0,71.0,27.0,85.0,80.0,87.0
2021-02-09 12:42,ICW0W2100067,19.0,19.0,20.0,15.2,11.0,556.0,-9999,43.0,20.0,19.0,19.0,93.0,88.0,88.0,80.0,68.0,27.0,85.0,80.0,87.0
2021-02-09 12:43,ICW0W2100067,19.0,20.0,22.0,15.1,10.0,549.0,-9999,43.0,22.0,20.0,19.0,93.0,87.0,88.0,80.0,67.0,25.0,85.0,80.0,87.0
2021-02-09 12:44,ICW0W2100067,19.0,20.0,22.0,14.9,10.0,539.0,-9999,43.0,22.0,20.0,19.0,93.0,87.0,88.0,80.0,64.0,25.0,85.0,80.0,87.0
2021-02-09 12:45,ICW0W2100067,18.0,19.0,21.0,14.8,10.0,544.0,-9999,43.0,21.0,19.0,18.0,93.0,88.0,88.0,80.0,62.0,25.0,85.0,80.0,87.0
2021-02-09 12:46,ICW0W2100067,19.0,20.0,22.0,14.8,10.0,538.0,-9999,44.0,22.0,20.0,19.0,93.0,87.0,88.0,80.0,62.0,25.0,84.0,80.0,87.0
2021-02-09 12:47,ICW0W2100067,18.0,19.0,21.0,14.7,10.0,540.0,-9999,43.0,21.0,19.0,18.0,93.0,88.0,88.0,80.0,61.0,25.0,85.0,80.0,87.0
2021-02-09 12:48,ICW0W2100067,18.0,19.0,21.0,14.6,10.0,535.0,-9999,43.0,21.0,19.0,18.0,93.0,88.0,88.0,80.0,59.0,25.0,85.0,80.0,87.0
2021-02-09 12:49,ICW0W2100067,18.0,19.0,21.0,14.6,10.0,537.0,-9999,45.0,21.0,19.0,18.0,93.0,88.0,88.0,80.0,59.0,25.0,84.0,80.0,87.0
2021-02-09 12:50,ICW0W2100067,17.0,18.0,20.0,14.6,10.0,539.0,-9999,53.0,20.0,18.0,17.0,93.0,88.0,88.0,80.0,59.0,25.0,81.0,80.0,87.0
